0 577394 0.25648 6.99554e-05 0
1 4829.28 0.497135 0.190764 148090
2 2109.27 0.561945 0.240561 148130
3 1034.53 0.586508 0.276247 148148
4 543.741 0.619657 0.32162 148156
5 308.364 0.647273 0.352218 148159
6 183.008 0.654424 0.355417 148160
7 109.104 0.650045 0.349088 148161
8 64.4624 0.647707 0.347949 148161
9 38.0246 0.65006 0.353093 148161
10 22.5948 0.655978 0.362787 148161
11 13.6093 0.663226 0.372231 148161
12 8.30311 0.666448 0.374083 148161
13 5.07838 0.664157 0.370223 148161
14 3.08999 0.662741 0.370356 148161
15 1.88047 0.66583 0.375437 148161
16 1.15222 0.668147 0.376458 148161
17 0.706958 0.665168 0.37063 148161
18 0.430391 0.66072 0.365316 148161
19 0.260134 0.659433 0.364765 148161
20 0.15711 0.660292 0.365979 148161
21 0.0950457 0.660664 0.36613 148161
22 0.0575109 0.660382 0.365704 148161
23 0.0347788 0.660191 0.36559 148161
24 0.0210287 0.660493 0.366491 148161
25 0.0127304 0.661923 0.369083 148161
26 0.00773403 0.664019 0.371748 148161
27 0.00471553 0.664666 0.371662 148161
28 0.00287478 0.66337 0.369614 148161
29 0.00174775 0.662435 0.368987 148161
30 0.00106166 0.662969 0.369884 148161
31 0.00064568 0.663154 0.369431 148161
32 0.000392449 0.661852 0.367268 148161
33 0.000237835 0.660529 0.365863 148161
34 0.000143858 0.660445 0.366171 148161
35 8.70514e-05 0.661041 0.367057 148161
36 5.27403e-05 0.66158 0.367791 148161
37 3.19847e-05 0.661997 0.368327 148161
38 1.94115e-05 0.662208 0.368545 148161
39 1.17843e-05 0.66233 0.368878 148161
40 7.15725e-06 0.662876 0.369857 148161
41 4.35274e-06 0.663563 0.370543 148161
42 2.64961e-06 0.663325 0.369688 148161
43 1.61102e-06 0.662253 0.368193 148161
